,ONA,ONB,combined
2016-07-26,-6.99,-28.62,-35.61
2016-07-27,10.92,61.04,71.96
2016-07-28,-28.73,-46.09,-74.82000000000001
2016-07-29,-18.86,-74.83,-93.69
2016-08-01,0.0,0.0,0.0
2016-08-02,-5.94,-30.01,-35.95
2016-08-03,-16.07,-23.88,-39.95
2016-08-04,-10.95,10.03,-0.9199999999999999
2016-08-05,72.65,111.57,184.22
2016-08-08,0.0,0.0,0.0
2016-08-09,-2.94,4.96,2.02
2016-08-10,-6.86,2.48,-4.380000000000001
2016-08-11,45.42,62.11,107.53
2016-08-12,-32.42,-28.39,-60.81
2016-08-15,0.0,0.0,0.0
2016-08-16,-38.88,-53.01,-91.89
2016-08-17,-1.96,-9.9,-11.86
2016-08-18,-2.95,-22.24,-25.189999999999998
2016-08-19,-27.32,-138.2,-165.51999999999998
2016-08-22,0.0,0.0,0.0
2016-08-23,33.11,67.09,100.2
2016-08-24,-22.23,-35.99,-58.22
2016-08-25,-48.75,-53.55,-102.3
2016-08-26,3.89,28.69,32.58
2016-08-29,0.0,0.0,0.0
2016-08-30,6.79,2.49,9.280000000000001
2016-08-31,-21.3,-38.64,-59.94
2016-09-01,1.95,-36.25,-34.3
2016-09-02,61.29,93.67,154.96
2016-09-06,0.0,0.0,0.0
2016-09-07,-17.32,-4.96,-22.28
2016-09-08,-15.31,-84.39,-99.7
2016-09-09,-102.54,-161.76,-264.3
2016-09-12,0.0,0.0,0.0
2016-09-13,-90.76,-165.64,-256.4
2016-09-14,9.95,0.0,9.95
2016-09-15,1.99,-17.84,-15.85
2016-09-16,-65.84,-100.95,-166.79000000000002
2016-09-19,0.0,0.0,0.0
2016-09-20,44.0,100.39,144.39
2016-09-21,32.4,71.13,103.53
2016-09-22,68.73,117.08,185.81
2016-09-23,-22.9,-36.32,-59.22
2016-09-26,0.0,0.0,0.0
2016-09-27,-14.6,-31.8,-46.4
2016-09-28,9.69,34.11,43.8
2016-09-29,-13.47,-42.7,-56.17
2016-09-30,45.89,111.69,157.57999999999998
2016-10-03,0.0,0.0,0.0
2016-10-04,13.56,31.53,45.09
2016-10-05,37.0,77.29,114.29
2016-10-06,-28.06,-44.07,-72.13
2016-10-07,13.56,22.67,36.230000000000004
2016-10-10,0.0,0.0,0.0
2016-10-11,-28.96,-42.69,-71.65
2016-10-12,0.98,-31.73,-30.75
2016-10-13,-97.42,-157.27,-254.69
2016-10-14,37.71,141.14,178.85
2016-10-17,0.0,0.0,0.0
2016-10-18,115.69,162.89,278.58
2016-10-19,17.86,45.63,63.49
2016-10-20,-36.54,-36.65,-73.19
2016-10-21,-95.07,-139.31,-234.38
2016-10-24,0.0,0.0,0.0
2016-10-25,-10.83,-22.75,-33.58
2016-10-26,-85.34,-124.17,-209.51
2016-10-27,28.05,62.0,90.05
2016-10-28,-13.18,32.94,19.759999999999998
2016-10-31,0.0,0.0,0.0
2016-11-01,10.12,29.19,39.31
2016-11-02,-27.67,-65.12,-92.79
2016-11-03,25.95,32.05,58.0
2016-11-04,22.95,-10.27,12.68
2016-11-07,0.0,0.0,0.0
2016-11-08,-31.37,-29.0,-60.370000000000005
2016-11-09,-84.79,-196.85,-281.64
2016-11-10,160.54,103.9,264.44
2016-11-11,46.27,-26.89,19.380000000000003
2016-11-14,0.0,0.0,0.0
2016-11-15,-33.44,-6.09,-39.53
2016-11-16,-31.49,-72.87,-104.36
2016-11-17,26.85,-9.74,17.11
2016-11-18,31.31,-55.88,-24.570000000000004
2016-11-21,0.0,0.0,0.0
2016-11-22,40.11,59.51,99.62
2016-11-23,-37.03,-19.36,-56.39
2016-11-25,4.49,53.09,57.580000000000005
2016-11-28,0.0,0.0,0.0
2016-11-29,5.44,-3.62,1.8200000000000003
2016-11-30,51.69,64.94,116.63
2016-12-01,51.96,51.68,103.64
2016-12-02,-6.41,-5.99,-12.4
2016-12-05,0.0,0.0,0.0
2016-12-06,22.52,0.0,22.52
2016-12-07,-8.91,-4.78,-13.690000000000001
2016-12-08,27.37,32.94,60.31
2016-12-09,23.46,12.89,36.35
2016-12-12,0.0,0.0,0.0
2016-12-13,56.99,92.87,149.86
2016-12-14,-43.83,-38.09,-81.92
2016-12-15,15.98,44.11,60.09
2016-12-16,8.81,-4.63,4.180000000000001
2016-12-19,0.0,0.0,0.0
2016-12-20,35.09,53.27,88.36000000000001
2016-12-21,-13.05,-11.53,-24.58
2016-12-22,-48.15,-11.55,-59.7
2016-12-23,6.21,-12.72,-6.510000000000001
2016-12-27,0.0,0.0,0.0
2016-12-28,14.04,18.47,32.51
2016-12-29,0.89,-10.45,-9.559999999999999
2016-12-30,13.29,26.72,40.01
2017-01-03,0.0,0.0,0.0
2017-01-04,38.94,23.17,62.11
2017-01-05,-36.55,-35.79,-72.34
2017-01-06,21.15,-12.73,8.419999999999998
2017-01-09,0.0,0.0,0.0
2017-01-10,15.13,-18.51,-3.380000000000001
2017-01-11,6.17,13.91,20.08
2017-01-12,-22.0,-61.14,-83.14
2017-01-13,27.49,12.73,40.22
2017-01-17,0.0,0.0,0.0
2017-01-18,29.46,-11.61,17.85
2017-01-19,21.35,1.16,22.51
2017-01-20,38.58,24.48,63.06
2017-01-23,0.0,0.0,0.0
2017-01-24,34.05,-5.81,28.24
2017-01-25,96.24,127.21,223.45
2017-01-26,-4.37,11.47,7.1000000000000005
2017-01-27,-0.88,-17.18,-18.06
2017-01-30,0.0,0.0,0.0
2017-01-31,-49.12,-81.89,-131.01
2017-02-01,86.97,79.99,166.95999999999998
2017-02-02,1.77,-60.2,-58.43
2017-02-03,101.49,107.69,209.18
2017-02-06,0.0,0.0,0.0
2017-02-07,-4.42,63.15,58.73
2017-02-08,-64.75,-18.34,-83.09
2017-02-09,15.1,27.52,42.62
2017-02-10,70.1,57.0,127.1
2017-02-13,0.0,0.0,0.0
2017-02-14,-41.63,-19.15,-60.78
2017-02-15,-59.64,17.93,-41.71
2017-02-16,-17.19,10.03,-7.160000000000002
2017-02-17,-69.83,-168.18,-238.01
2017-02-21,0.0,0.0,0.0
2017-02-22,-21.4,-43.31,-64.71000000000001
2017-02-23,24.92,60.97,85.89
2017-02-24,-112.44,-89.63,-202.07
2017-02-27,0.0,0.0,0.0
2017-02-28,-56.57,-20.98,-77.55
2017-03-01,150.56,199.02,349.58000000000004
2017-03-02,-11.96,10.9,-1.0600000000000005
2017-03-03,-5.19,13.15,7.96
2017-03-06,0.0,0.0,0.0
2017-03-07,-32.23,-34.04,-66.27
2017-03-08,40.36,38.48,78.84
2017-03-09,-9.71,6.61,-3.1000000000000005
2017-03-10,78.01,103.58,181.59
2017-03-13,0.0,0.0,0.0
2017-03-14,-57.2,-50.62,-107.82
2017-03-15,57.51,28.68,86.19
2017-03-16,40.95,55.96,96.91
2017-03-17,10.44,2.2,12.64
2017-03-20,0.0,0.0,0.0
2017-03-21,53.97,55.07,109.03999999999999
2017-03-22,-32.23,-54.6,-86.83
2017-03-23,-5.37,-43.46,-48.83
2017-03-24,11.57,24.52,36.09
2017-03-27,0.0,0.0,0.0
2017-03-28,-47.19,-22.41,-69.6
2017-03-29,-12.37,-30.03,-42.4
2017-03-30,-2.64,-8.92,-11.56
2017-03-31,5.24,-35.55,-30.309999999999995
2017-04-03,0.0,0.0,0.0
2017-04-04,-19.4,-31.22,-50.62
2017-04-05,76.81,97.93,174.74
2017-04-06,11.61,17.84,29.45
2017-04-07,-37.17,-36.76,-73.93
2017-04-10,0.0,0.0,0.0
2017-04-11,-53.88,-25.63,-79.51
2017-04-12,-28.04,-12.26,-40.3
2017-04-13,-24.87,-46.95,-71.82000000000001
2017-04-17,28.72,55.13,83.85
2017-04-18,-54.1,-99.26,-153.36
2017-04-19,30.14,17.95,48.09
2017-04-20,37.09,46.25,83.34
2017-04-21,-29.66,-29.07,-58.730000000000004
2017-04-24,0.0,0.0,0.0
2017-04-25,107.08,167.45,274.53
2017-04-26,-11.98,7.68,-4.300000000000001
2017-04-27,26.38,18.66,45.04
2017-04-28,-2.55,-10.97,-13.52
2017-05-01,0.0,0.0,0.0
2017-05-02,5.15,13.21,18.36
2017-05-03,-62.08,-38.48,-100.56
2017-05-04,10.41,37.37,47.78
2017-05-05,46.05,-21.98,24.069999999999997
2017-05-08,0.0,0.0,0.0
2017-05-09,11.27,16.43,27.7
2017-05-10,-33.82,-50.47,-84.28999999999999
2017-05-11,-52.57,-40.62,-93.19
2017-05-12,-51.19,-45.04,-96.22999999999999
2017-05-15,0.0,0.0,0.0
2017-05-16,29.44,36.15,65.59
2017-05-17,-207.65,-204.85,-412.5
2017-05-18,-35.57,-53.47,-89.03999999999999
2017-05-19,20.39,-32.22,-11.829999999999998
2017-05-22,0.0,0.0,0.0
2017-05-23,21.9,40.19,62.089999999999996
2017-05-24,2.62,17.6,20.220000000000002
2017-05-25,50.61,71.24,121.85
2017-05-26,-25.28,-12.01,-37.29
2017-05-30,0.0,0.0,0.0
2017-05-31,25.5,17.51,43.010000000000005
2017-06-01,25.52,26.29,51.81
2017-06-02,34.53,3.26,37.79
2017-06-05,0.0,0.0,0.0
2017-06-06,-82.86,-60.79,-143.65
2017-06-07,-4.32,27.2,22.88
2017-06-08,-7.77,-18.46,-26.23
2017-06-09,43.44,24.97,68.41
2017-06-12,0.0,0.0,0.0
2017-06-13,30.55,37.9,68.45
2017-06-14,-11.82,37.72,25.9
2017-06-15,-138.43,-105.41,-243.84
2017-06-16,-50.36,-47.35,-97.71000000000001
2017-06-19,0.0,0.0,0.0
2017-06-20,-34.83,-12.84,-47.67
2017-06-21,17.17,20.38,37.55
2017-06-22,-11.19,15.05,3.860000000000001
2017-06-23,8.57,-36.58,-28.009999999999998
2017-06-26,0.0,0.0,0.0
2017-06-27,-3.4,-21.51,-24.91
2017-06-28,65.2,65.89,131.09
2017-06-29,12.67,23.62,36.29
2017-06-30,2.55,71.39,73.94
2017-07-03,0.0,0.0,0.0
2017-07-05,-29.57,39.7,10.130000000000003
2017-07-06,-148.26,-61.08,-209.33999999999997
2017-07-07,19.83,39.93,59.76
2017-07-10,0.0,0.0,0.0
2017-07-11,-14.58,-18.27,-32.85
2017-07-12,59.01,98.86,157.87
2017-07-13,-17.82,0.0,-17.82
2017-07-14,-39.85,-23.48,-63.33
2017-07-17,0.0,0.0,0.0
2017-07-18,-51.51,-63.82,-115.33
2017-07-19,11.01,12.79,23.799999999999997
2017-07-20,-7.54,20.2,12.66
2017-07-21,-20.95,-109.58,-130.53
2017-07-24,0.0,0.0,0.0
2017-07-25,65.55,128.3,193.85000000000002
2017-07-26,2.5,92.68,95.18
2017-07-27,12.56,43.49,56.050000000000004
2017-07-28,-32.87,-28.52,-61.39
2017-07-31,0.0,0.0,0.0
2017-08-01,50.87,104.11,154.98
2017-08-02,-24.54,44.03,19.490000000000002
2017-08-03,7.7,-6.27,1.4300000000000006
2017-08-04,24.93,58.53,83.46000000000001
2017-08-07,0.0,0.0,0.0
2017-08-08,-11.1,-20.82,-31.92
2017-08-09,-83.11,-46.89,-130.0
2017-08-10,-51.86,-75.1,-126.96
2017-08-11,-14.96,3.16,-11.8
2017-08-14,0.0,0.0,0.0
2017-08-15,17.32,55.4,72.72
2017-08-16,16.59,49.09,65.68
2017-08-17,-47.13,-60.49,-107.62
2017-08-18,-47.12,-88.69,-135.81
2017-08-21,0.0,0.0,0.0
2017-08-22,30.25,62.6,92.85
2017-08-23,-73.06,-82.01,-155.07
2017-08-24,45.85,60.15,106.0
2017-08-25,27.25,61.29,88.53999999999999
2017-08-28,0.0,0.0,0.0
2017-08-29,-92.5,-135.26,-227.76
2017-08-30,-19.19,6.31,-12.880000000000003
2017-08-31,42.49,54.62,97.11
2017-09-01,13.74,53.42,67.16
2017-09-05,0.0,0.0,0.0
2017-09-06,42.24,85.58,127.82
2017-09-07,6.02,16.86,22.88
2017-09-08,-20.7,-57.99,-78.69
2017-09-11,0.0,0.0,0.0
2017-09-12,23.88,51.04,74.92
2017-09-13,-16.95,-10.39,-27.34
2017-09-14,-21.97,-19.7,-41.67
2017-09-15,-22.84,-31.03,-53.870000000000005
2017-09-18,0.0,0.0,0.0
2017-09-19,7.53,14.43,21.96
2017-09-20,8.37,-5.14,3.2299999999999995
2017-09-21,7.51,-9.24,-1.7300000000000004
2017-09-22,-9.6,-29.85,-39.45
2017-09-25,0.0,0.0,0.0
2017-09-26,-26.57,21.68,-4.890000000000001
2017-09-27,78.81,64.02,142.82999999999998
2017-09-28,-22.78,-31.94,-54.72
2017-09-29,-0.81,-27.77,-28.58
2017-10-02,0.0,0.0,0.0
2017-10-03,4.8,31.63,36.43
2017-10-04,-25.54,10.17,-15.37
2017-10-05,29.62,13.2,42.82
2017-10-06,-47.12,-37.38,-84.5
2017-10-09,0.0,0.0,0.0
2017-10-10,35.33,63.68,99.00999999999999
2017-10-11,1.6,-1.01,0.5900000000000001
2017-10-12,-26.44,-20.12,-46.56
2017-10-13,17.64,31.22,48.86
2017-10-16,0.0,0.0,0.0
2017-10-17,-4.02,20.05,16.03
2017-10-18,51.6,104.03,155.63
2017-10-19,-67.4,-72.51,-139.91000000000003
2017-10-20,76.34,74.45,150.79000000000002
2017-10-23,0.0,0.0,0.0
2017-10-24,37.88,137.39,175.26999999999998
2017-10-25,-24.13,8.83,-15.299999999999999
2017-10-26,35.56,68.06,103.62
2017-10-27,1.61,3.93,5.54
2017-10-30,0.0,0.0,0.0
2017-10-31,42.91,22.67,65.58
2017-11-01,92.42,92.54,184.96
2017-11-02,-12.13,7.86,-4.2700000000000005
2017-11-03,-26.62,30.34,3.719999999999999
2017-11-06,0.0,0.0,0.0
2017-11-07,-6.45,25.4,18.95
2017-11-08,-35.9,-9.77,-45.67
2017-11-09,-82.31,-97.66,-179.97
2017-11-10,-1.64,-31.35,-32.99
2017-11-13,0.0,0.0,0.0
2017-11-14,-53.19,-70.57,-123.75999999999999
2017-11-15,-77.94,-115.83,-193.76999999999998
2017-11-16,42.01,117.47,159.48
2017-11-17,-49.52,-121.37,-170.89000000000001
2017-11-20,0.0,0.0,0.0
2017-11-21,48.14,96.26,144.4
2017-11-22,9.53,27.32,36.85
2017-11-24,20.67,34.23,54.9
2017-11-27,0.0,0.0,0.0
2017-11-28,39.07,52.68,91.75
2017-11-29,29.82,73.34,103.16
2017-11-30,50.84,114.3,165.14
2017-12-01,-0.78,28.42,27.64
2017-12-04,0.0,0.0,0.0
2017-12-05,34.63,59.6,94.23
2017-12-06,-14.31,-31.36,-45.67
2017-12-07,1.6,-46.63,-45.03
2017-12-08,43.62,73.06,116.68
2017-12-11,0.0,0.0,0.0
2017-12-12,23.78,64.04,87.82000000000001
2017-12-13,-11.93,19.68,7.75
2017-12-14,0.79,51.36,52.15
2017-12-15,73.54,55.25,128.79000000000002
2017-12-18,0.0,0.0,0.0
2017-12-19,30.33,41.76,72.09
2017-12-20,46.24,81.81,128.05
2017-12-21,-16.43,53.05,36.62
2017-12-22,-11.73,-11.14,-22.87
2017-12-26,0.0,0.0,0.0
2017-12-27,-10.96,-13.02,-23.98
2017-12-28,4.7,32.52,37.220000000000006
2017-12-29,26.53,36.15,62.68
2018-01-02,0.0,0.0,0.0
2018-01-03,-12.47,23.18,10.709999999999999
2018-01-04,65.41,78.5,143.91
2018-01-05,27.96,67.91,95.87
2018-01-08,0.0,0.0,0.0
2018-01-09,12.38,47.34,59.720000000000006
2018-01-10,-34.09,-59.81,-93.9
2018-01-11,13.95,31.74,45.69
2018-01-12,9.14,90.86,100.0
2018-01-16,0.0,0.0,0.0
2018-01-17,46.11,122.2,168.31
2018-01-18,-35.77,11.45,-24.320000000000004
2018-01-19,9.2,-15.03,-5.83
2018-01-22,0.0,0.0,0.0
2018-01-23,-19.57,-17.56,-37.129999999999995
2018-01-24,27.0,87.8,114.8
2018-01-25,46.8,81.45,128.25
2018-01-26,32.44,44.47,76.91
2018-01-29,0.0,0.0,0.0
2018-01-30,-83.91,-239.4,-323.31
2018-01-31,36.64,205.61,242.25
2018-02-01,-54.47,-131.1,-185.57
2018-02-02,-62.71,-187.19,-249.9
2018-02-05,0.0,0.0,0.0
2018-02-06,-205.09,-467.13,-672.22
2018-02-07,-12.82,-80.34,-93.16
2018-02-08,8.81,14.79,23.6
2018-02-09,102.28,262.13,364.40999999999997
2018-02-12,0.0,0.0,0.0
2018-02-13,-70.45,-142.92,-213.37
2018-02-14,-75.14,-140.81,-215.95
2018-02-15,80.17,221.52,301.69
2018-02-16,-14.13,-112.95,-127.08
2018-02-20,0.0,0.0,0.0
2018-02-21,23.67,17.52,41.19
2018-02-22,39.01,79.84,118.85
2018-02-23,72.62,120.79,193.41000000000003
2018-02-26,0.0,0.0,0.0
2018-02-27,11.61,20.59,32.2
2018-02-28,25.13,104.14,129.27
2018-03-01,-32.71,-6.43,-39.14
2018-03-02,-104.81,-231.87,-336.68
2018-03-05,0.0,0.0,0.0
2018-03-06,55.43,114.59,170.02
2018-03-07,-74.91,-281.86,-356.77
2018-03-08,8.42,88.05,96.47
2018-03-09,62.89,160.61,223.5
2018-03-12,0.0,0.0,0.0
2018-03-13,54.26,95.83,150.09
2018-03-14,53.77,105.69,159.46
2018-03-15,25.11,84.43,109.54
2018-03-16,0.0,-47.1,-47.1
2018-03-19,0.0,0.0,0.0
2018-03-20,23.03,39.28,62.31
2018-03-21,0.0,-3.72,-3.72
2018-03-22,-118.72,-238.75,-357.47
2018-03-23,10.17,64.37,74.54
2018-03-26,0.0,0.0,0.0
2018-03-27,19.56,108.4,127.96000000000001
2018-03-28,24.73,58.85,83.58
2018-03-29,54.27,117.74,172.01
2018-04-02,-31.41,-101.96,-133.37
2018-04-03,59.09,110.04,169.13
2018-04-04,-142.95,-489.44,-632.39
2018-04-05,64.66,120.45,185.11
2018-04-06,-82.92,-247.93,-330.85
2018-04-09,0.0,0.0,0.0
2018-04-10,123.54,339.56,463.1
2018-04-11,-49.29,-179.1,-228.39
2018-04-12,52.29,171.19,223.48
2018-04-13,37.22,151.28,188.5
2018-04-16,0.0,0.0,0.0
2018-04-17,60.23,221.86,282.09000000000003
2018-04-18,33.62,2.78,36.4
2018-04-19,-27.43,-47.41,-74.84
2018-04-20,-32.98,-13.06,-46.04
2018-04-23,0.0,0.0,0.0
2018-04-24,40.17,96.95,137.12
2018-04-25,-11.65,16.29,4.639999999999999
2018-04-26,12.45,63.06,75.51
2018-04-27,-9.29,-18.92,-28.21
2018-04-30,0.0,0.0,0.0
2018-05-01,-28.95,-82.83,-111.78
2018-05-02,-25.7,-23.88,-49.58
2018-05-03,-46.55,-119.27,-165.82
2018-05-04,-48.36,-106.74,-155.1
2018-05-07,0.0,0.0,0.0
2018-05-08,-14.52,-27.4,-41.92
2018-05-09,6.84,68.01,74.85000000000001
2018-05-10,10.58,50.61,61.19
2018-05-11,-0.75,13.01,12.26
2018-05-14,0.0,0.0,0.0
2018-05-15,-42.94,-116.25,-159.19
2018-05-16,8.29,-14.88,-6.590000000000002
2018-05-17,1.49,-13.91,-12.42
2018-05-18,16.33,-67.79,-51.46000000000001
2018-05-21,0.0,0.0,0.0
2018-05-22,17.67,36.81,54.480000000000004
2018-05-23,-33.38,-128.81,-162.19
2018-05-24,-9.63,-53.64,-63.27
2018-05-25,-25.92,-51.02,-76.94
2018-05-29,0.0,0.0,0.0
2018-05-30,55.7,158.7,214.39999999999998
2018-05-31,-0.73,-70.85,-71.58
2018-06-01,84.1,175.18,259.28
2018-06-04,0.0,0.0,0.0
2018-06-05,-15.3,-8.34,-23.64
2018-06-06,-5.07,96.39,91.32
2018-06-07,7.91,58.52,66.43
2018-06-08,-0.72,-55.56,-56.28
2018-06-11,0.0,0.0,0.0
2018-06-12,5.04,26.32,31.36
2018-06-13,13.61,5.45,19.06
2018-06-14,37.38,84.81,122.19
2018-06-15,-45.77,-161.54,-207.31
2018-06-18,0.0,0.0,0.0
2018-06-19,-78.99,-296.52,-375.51
2018-06-20,51.93,95.95,147.88
2018-06-21,-5.65,-66.24,-71.89
2018-06-22,42.76,125.1,167.85999999999999
2018-06-25,0.0,0.0,0.0
2018-06-26,5.09,40.79,45.879999999999995
2018-06-27,3.61,51.17,54.78
2018-06-28,-16.16,-65.82,-81.97999999999999
2018-06-29,27.82,130.16,157.98
2018-07-02,0.0,0.0,0.0
2018-07-03,-18.19,105.1,86.91
2018-07-05,60.37,150.94,211.31
2018-07-06,5.75,-27.38,-21.63
2018-07-09,0.0,0.0,0.0
2018-07-10,15.59,58.46,74.05
2018-07-11,-66.23,-183.65,-249.88
2018-07-12,60.29,177.76,238.04999999999998
2018-07-13,-6.43,-9.23,-15.66
2018-07-16,0.0,0.0,0.0
2018-07-17,-5.76,-15.6,-21.36
2018-07-18,-15.76,7.32,-8.44
2018-07-19,-20.0,-78.47,-98.47
2018-07-20,-28.37,-96.28,-124.65
2018-07-23,0.0,0.0,0.0
2018-07-24,48.36,86.38,134.74
2018-07-25,-0.72,-63.83,-64.55
2018-07-26,10.75,45.28,56.03
2018-07-27,4.99,-4.51,0.4800000000000004
2018-07-30,0.0,0.0,0.0
2018-07-31,19.0,68.21,87.21
2018-08-01,-19.53,-11.77,-31.3
2018-08-02,-63.69,-156.28,-219.97
2018-08-03,5.75,-10.9,-5.15
2018-08-06,0.0,0.0,0.0
2018-08-07,34.41,94.75,129.16
2018-08-08,-4.29,-19.75,-24.04
2018-08-09,0.0,4.5,4.5
2018-08-10,-72.84,-137.9,-210.74
2018-08-13,0.0,0.0,0.0
2018-08-14,18.73,58.39,77.12
2018-08-15,-42.08,-128.08,-170.16000000000003
2018-08-16,50.56,223.71,274.27
2018-08-17,-12.17,-70.99,-83.16
2018-08-20,0.0,0.0,0.0
2018-08-21,19.9,39.31,59.21
2018-08-22,-14.76,-16.93,-31.689999999999998
2018-08-23,-11.21,-37.56,-48.77
2018-08-24,28.82,58.28,87.1
2018-08-27,0.0,0.0,0.0
2018-08-28,16.06,67.1,83.16
2018-08-29,2.44,13.23,15.67
2018-08-30,-27.82,-58.96,-86.78
2018-08-31,-32.02,-37.15,-69.17
2018-09-04,0.0,0.0,0.0
2018-09-05,-13.93,-51.35,-65.28
2018-09-06,17.45,11.5,28.95
2018-09-07,-34.45,-85.7,-120.15
2018-09-10,0.0,0.0,0.0
2018-09-11,-21.77,-79.93,-101.7
2018-09-12,-21.05,6.19,-14.86
2018-09-13,41.49,97.64,139.13
2018-09-14,7.03,14.93,21.96
2018-09-17,0.0,0.0,0.0
2018-09-18,17.7,18.51,36.21
2018-09-19,-1.41,14.87,13.459999999999999
2018-09-20,46.68,132.2,178.88
2018-09-21,32.23,43.93,76.16
2018-09-24,0.0,0.0,0.0
2018-09-25,17.67,47.65,65.32
2018-09-26,-10.58,1.74,-8.84
2018-09-27,22.86,39.24,62.1
2018-09-28,-42.85,-62.67,-105.52000000000001
2018-10-01,0.0,0.0,0.0
2018-10-02,-10.1,-36.25,-46.35
2018-10-03,40.83,97.98,138.81
2018-10-04,-44.81,-39.46,-84.27000000000001
2018-10-05,0.0,11.23,11.23
2018-10-08,0.0,0.0,0.0
2018-10-09,-22.98,-44.29,-67.27
2018-10-10,-32.75,-21.76,-54.510000000000005
2018-10-11,-70.46,-130.19,-200.64999999999998
2018-10-12,148.97,356.82,505.78999999999996
2018-10-15,0.0,0.0,0.0
2018-10-16,75.45,199.56,275.01
2018-10-17,-34.0,-86.52,-120.52
2018-10-18,-52.38,-83.23,-135.61
2018-10-19,25.53,35.34,60.870000000000005
2018-10-22,0.0,0.0,0.0
2018-10-23,-168.58,-369.88,-538.46
2018-10-24,-26.89,51.15,24.259999999999998
2018-10-25,60.85,146.01,206.85999999999999
2018-10-26,-127.97,-225.58,-353.55
2018-10-29,0.0,0.0,0.0
2018-10-30,3.27,-0.94,2.33
2018-10-31,124.27,209.05,333.32
2018-11-01,47.92,95.27,143.19
2018-11-02,43.0,151.41,194.41
2018-11-05,0.0,0.0,0.0
2018-11-06,-23.39,-0.9,-24.29
2018-11-07,51.21,188.5,239.71
2018-11-08,-58.72,-16.22,-74.94
2018-11-09,-81.01,-88.62,-169.63
2018-11-12,0.0,0.0,0.0
2018-11-13,36.53,-41.61,-5.079999999999998
2018-11-14,96.43,163.51,259.94
2018-11-15,-81.89,-92.48,-174.37
2018-11-16,-84.67,-149.76,-234.43
2018-11-19,0.0,0.0,0.0
2018-11-20,-135.4,-343.98,-479.38
2018-11-21,53.39,119.45,172.84
2018-11-23,-98.91,-137.24,-236.15
2018-11-26,0.0,0.0,0.0
2018-11-27,-55.26,-117.61,-172.87
2018-11-28,43.6,146.82,190.42
2018-11-29,-57.52,-19.03,-76.55000000000001
2018-11-30,-33.98,-49.88,-83.86
2018-12-03,0.0,0.0,0.0
2018-12-04,-34.25,-91.59,-125.84
2018-12-06,-177.24,-416.23,-593.47
2018-12-07,-3.26,-19.33,-22.589999999999996
2018-12-10,0.0,0.0,0.0
2018-12-11,163.7,349.1,512.8
2018-12-12,117.95,291.9,409.84999999999997
2018-12-13,29.82,49.58,79.4
2018-12-14,-93.27,-220.3,-313.57
2018-12-17,0.0,0.0,0.0
2018-12-18,105.97,174.97,280.94
2018-12-19,-4.39,17.44,13.05
2018-12-20,-42.07,-117.09,-159.16
2018-12-21,47.34,-5.02,42.32000000000001
2018-12-24,0.0,0.0,0.0
2018-12-26,81.34,225.73,307.07
2018-12-27,-157.31,-322.8,-480.11
2018-12-28,3.63,129.22,132.85
2018-12-31,0.0,0.0,0.0
2019-01-02,-163.04,-386.57,-549.61
2019-01-03,-76.59,-213.85,-290.44
2019-01-04,147.9,313.25,461.15
2019-01-07,0.0,0.0,0.0
2019-01-08,95.38,252.16,347.53999999999996
2019-01-09,38.94,97.83,136.76999999999998
2019-01-10,-77.24,-120.36,-197.6
2019-01-11,-56.8,-114.98,-171.78
2019-01-14,0.0,0.0,0.0
2019-01-15,25.3,-12.51,12.790000000000001
2019-01-16,6.69,64.03,70.72
2019-01-17,-47.32,-91.22,-138.54
2019-01-18,55.11,176.45,231.56
2019-01-22,0.0,0.0,0.0
2019-01-23,25.66,188.43,214.09
2019-01-24,-17.42,-29.01,-46.43000000000001
2019-01-25,86.58,180.81,267.39
2019-01-28,0.0,0.0,0.0
2019-01-29,9.01,9.38,18.39
2019-01-30,58.26,245.21,303.47
2019-01-31,-20.29,-111.26,-131.55
2019-02-01,24.16,54.27,78.43
2019-02-04,0.0,0.0,0.0
2019-02-05,-0.79,92.07,91.27999999999999
2019-02-06,-12.7,-35.32,-48.019999999999996
2019-02-07,-85.06,-138.6,-223.66
2019-02-08,-59.3,-133.29,-192.58999999999997
2019-02-11,0.0,0.0,0.0
2019-02-12,59.55,171.46,231.01
2019-02-13,29.8,84.93,114.73
2019-02-14,-71.94,-108.83,-180.76999999999998
2019-02-15,73.34,102.82,176.16
2019-02-19,0.0,0.0,0.0
2019-02-20,-5.36,-4.44,-9.8
2019-02-21,-25.92,-54.06,-79.98
2019-02-22,31.37,67.63,99.0
2019-02-25,0.0,0.0,0.0
2019-02-26,-18.96,-87.27,-106.22999999999999
2019-02-27,-46.61,-65.32,-111.92999999999999
2019-02-28,-23.64,-5.31,-28.95
2019-03-01,88.8,164.11,252.91000000000003
2019-03-04,0.0,0.0,0.0
2019-03-05,3.06,-15.13,-12.07
2019-03-06,-10.76,3.56,-7.199999999999999
2019-03-07,-5.49,-48.34,-53.830000000000005
2019-03-08,-71.98,-179.6,-251.57999999999998
2019-03-11,0.0,0.0,0.0
2019-03-12,7.78,-45.69,-37.91
2019-03-13,38.86,82.69,121.55
2019-03-14,-11.61,-7.15,-18.759999999999998
2019-03-15,10.11,-0.89,9.219999999999999
2019-03-18,0.0,0.0,0.0
2019-03-19,50.07,97.68,147.75
2019-03-20,-37.16,-42.64,-79.8
2019-03-21,-49.31,-88.48,-137.79000000000002
