,ONA,ONB,combined
2019-03-22,-88.85,-149.74,-238.59
2019-03-25,0.0,0.0,0.0
2019-03-26,90.22,174.02,264.24
2019-03-27,-16.59,11.66,-4.93
2019-03-28,35.69,67.35,103.03999999999999
2019-03-29,78.61,133.32,211.93
2019-04-01,0.0,0.0,0.0
2019-04-02,3.1,-39.44,-36.339999999999996
2019-04-03,101.82,77.35,179.17
2019-04-04,3.87,14.92,18.79
2019-04-05,24.62,64.51,89.13000000000001
2019-04-08,0.0,0.0,0.0
2019-04-09,-54.98,-110.04,-165.02
2019-04-10,15.46,21.1,36.56
2019-04-11,10.68,33.41,44.089999999999996
2019-04-12,72.54,211.48,284.02
2019-04-15,0.0,0.0,0.0
2019-04-16,39.71,123.79,163.5
2019-04-17,39.61,46.08,85.69
2019-04-18,0.77,34.78,35.550000000000004
2019-04-22,-31.6,-89.2,-120.80000000000001
2019-04-23,6.96,30.37,37.33
2019-04-24,-1.52,-10.36,-11.879999999999999
2019-04-25,-60.72,-166.9,-227.62
2019-04-26,10.72,-17.39,-6.67
2019-04-29,0.0,0.0,0.0
2019-04-30,1.51,45.92,47.43
2019-05-01,28.05,59.72,87.77
2019-05-02,-13.01,-41.78,-54.79
2019-05-03,55.6,114.57,170.17
2019-05-06,0.0,0.0,0.0
2019-05-07,-110.48,-207.95,-318.43
2019-05-08,-25.13,-21.26,-46.39
2019-05-09,-99.12,-175.36,-274.48
2019-05-10,-51.46,-85.42,-136.88
2019-05-13,0.0,0.0,0.0
2019-05-14,19.78,67.11,86.89
2019-05-15,-97.65,-144.79,-242.44
2019-05-16,29.59,85.93,115.52000000000001
2019-05-17,-101.36,-253.79,-355.15
2019-05-20,0.0,0.0,0.0
2019-05-21,61.26,131.73,192.98999999999998
2019-05-22,-56.91,-73.79,-130.7
2019-05-23,-117.23,-212.43,-329.66
2019-05-24,68.23,111.87,180.10000000000002
2019-05-28,0.0,0.0,0.0
2019-05-29,-68.95,-132.46,-201.41000000000003
2019-05-30,29.12,34.77,63.89
2019-05-31,-149.21,-231.01,-380.22
2019-06-03,0.0,0.0,0.0
2019-06-04,124.62,209.23,333.85
2019-06-05,43.15,145.12,188.27
2019-06-06,-7.19,29.68,22.49
2019-06-07,36.84,66.94,103.78
2019-06-10,0.0,0.0,0.0
2019-06-11,84.59,143.64,228.23
2019-06-12,-13.48,-13.49,-26.97
2019-06-13,65.77,73.29,139.06
2019-06-14,-18.03,-34.29,-52.32
2019-06-17,0.0,0.0,0.0
2019-06-18,74.07,133.6,207.67
2019-06-19,13.25,11.27,24.52
2019-06-20,113.36,213.06,326.42
2019-06-21,-18.54,-68.64,-87.18
2019-06-24,0.0,0.0,0.0
2019-06-25,17.36,12.91,30.27
2019-06-26,38.1,61.53,99.63
2019-06-27,26.25,10.4,36.65
2019-06-28,14.05,70.28,84.33
2019-07-01,0.0,0.0,0.0
2019-07-02,-12.3,-23.25,-35.55
2019-07-03,27.06,48.1,75.16
2019-07-05,-69.07,-66.66,-135.73
2019-07-08,0.0,0.0,0.0
2019-07-09,-58.74,-123.52,-182.26
2019-07-10,58.69,76.4,135.09
2019-07-11,11.56,81.32,92.88
2019-07-12,14.72,60.27,74.99000000000001
2019-07-15,0.0,0.0,0.0
2019-07-16,-14.68,-4.2,-18.88
2019-07-17,-7.73,-8.41,-16.14
2019-07-18,-12.45,-49.01,-61.459999999999994
2019-07-19,13.18,71.8,84.97999999999999
2019-07-22,0.0,0.0,0.0
2019-07-23,42.94,89.73,132.67000000000002
2019-07-24,-36.45,-102.2,-138.65
2019-07-25,-11.44,-16.03,-27.47
2019-07-26,13.9,13.98,27.880000000000003
2019-07-29,0.0,0.0,0.0
2019-07-30,-88.36,-89.59,-177.95
2019-07-31,-8.36,28.76,20.400000000000002
2019-08-01,20.69,23.13,43.82
2019-08-02,-79.32,-53.65,-132.97
2019-08-05,0.0,0.0,0.0
2019-08-06,68.92,120.74,189.66
2019-08-07,-121.29,-283.61,-404.90000000000003
2019-08-08,60.26,112.31,172.57
2019-08-09,-40.9,-60.96,-101.86
2019-08-12,0.0,0.0,0.0
2019-08-13,-31.47,-6.64,-38.11
2019-08-14,-193.18,-360.92,-554.1
2019-08-15,38.6,90.12,128.72
2019-08-16,42.04,82.53,124.57
2019-08-19,0.0,0.0,0.0
2019-08-20,-24.77,-32.56,-57.33
2019-08-21,114.24,191.34,305.58
2019-08-22,19.15,55.29,74.44
2019-08-23,-67.19,-120.01,-187.2
2019-08-26,0.0,0.0,0.0
2019-08-27,70.17,121.61,191.78
2019-08-28,-28.16,-70.49,-98.64999999999999
2019-08-29,125.27,219.02,344.29
2019-08-30,57.13,126.43,183.56
2019-09-03,0.0,0.0,0.0
2019-09-04,105.53,179.43,284.96000000000004
2019-09-05,155.77,242.27,398.04
2019-09-06,6.38,30.07,36.45
2019-09-09,0.0,0.0,0.0
2019-09-10,-22.12,-33.37,-55.489999999999995
2019-09-11,49.14,22.2,71.34
2019-09-12,11.47,76.19,87.66
2019-09-13,60.37,59.13,119.5
2019-09-16,0.0,0.0,0.0
2019-09-17,-44.83,-56.82,-101.65
2019-09-18,-2.29,-31.34,-33.63
2019-09-19,21.47,32.13,53.6
2019-09-20,-11.56,-2.54,-14.100000000000001
2019-09-23,0.0,0.0,0.0
2019-09-24,-17.77,84.52,66.75
2019-09-25,-16.53,29.18,12.649999999999999
2019-09-26,-14.8,29.86,15.059999999999999
2019-09-27,27.55,55.6,83.15
2019-09-30,0.0,0.0,0.0
2019-10-01,53.91,55.56,109.47
2019-10-02,-70.33,-135.1,-205.43
2019-10-03,-48.89,-39.69,-88.58
2019-10-04,12.99,71.1,84.08999999999999
2019-10-07,0.0,0.0,0.0
2019-10-08,-124.89,-190.24,-315.13
2019-10-09,84.37,158.58,242.95000000000002
2019-10-10,12.23,-23.57,-11.34
2019-10-11,160.8,230.8,391.6
2019-10-14,0.0,0.0,0.0
2019-10-15,32.86,104.19,137.05
2019-10-16,-26.94,-42.55,-69.49
2019-10-17,52.24,45.98,98.22
2019-10-18,-36.78,-74.85,-111.63
2019-10-21,0.0,0.0,0.0
2019-10-22,3.11,11.15,14.26
2019-10-23,8.56,20.61,29.17
2019-10-24,37.3,61.73,99.03
2019-10-25,-25.68,-27.46,-53.14
2019-10-28,0.0,0.0,0.0
2019-10-29,-29.16,-33.97,-63.129999999999995
2019-10-30,-10.71,-5.09,-15.8
2019-10-31,-23.79,-23.69,-47.480000000000004
2019-11-01,71.02,118.21,189.23
2019-11-04,0.0,0.0,0.0
2019-11-05,33.22,41.05,74.27
2019-11-06,-14.33,11.72,-2.6099999999999994
2019-11-07,110.71,142.84,253.55
2019-11-08,-34.78,3.32,-31.46
2019-11-11,0.0,0.0,0.0
2019-11-12,9.83,16.59,26.42
2019-11-13,-83.87,-79.63,-163.5
2019-11-14,-25.79,-19.85,-45.64
2019-11-15,78.14,47.11,125.25
2019-11-18,0.0,0.0,0.0
2019-11-19,43.15,41.03,84.18
2019-11-20,-49.01,-60.11,-109.12
2019-11-21,12.1,5.79,17.89
2019-11-22,38.03,48.86,86.89
2019-11-25,0.0,0.0,0.0
2019-11-26,7.43,13.1,20.53
2019-11-27,43.78,15.53,59.31
2019-11-29,-33.9,-53.84,-87.74000000000001
2019-12-02,0.0,0.0,0.0
2019-12-03,-104.88,-242.12,-347.0
2019-12-04,52.59,125.23,177.82
2019-12-05,43.27,63.92,107.19
2019-12-06,118.54,169.99,288.53000000000003
2019-12-09,0.0,0.0,0.0
2019-12-10,-11.08,-15.62,-26.7
2019-12-11,15.49,-32.92,-17.43
2019-12-12,8.12,-20.55,-12.430000000000001
2019-12-13,-26.34,-6.53,-32.87
2019-12-16,0.0,0.0,0.0
2019-12-17,15.38,3.25,18.630000000000003
2019-12-18,26.23,28.4,54.629999999999995
2019-12-19,10.9,30.86,41.76
2019-12-20,30.42,20.21,50.63
2019-12-23,0.0,0.0,0.0
2019-12-24,5.05,17.73,22.78
2019-12-26,11.52,7.26,18.78
2019-12-27,25.19,53.86,79.05
2019-12-30,0.0,0.0,0.0
2019-12-31,-35.52,-55.77,-91.29
2020-01-02,68.06,101.63,169.69
2020-01-03,-151.28,-267.73,-419.01
2020-01-06,0.0,0.0,0.0
2020-01-07,-45.71,-59.3,-105.00999999999999
2020-01-08,-4.37,-37.83,-42.199999999999996
2020-01-09,46.42,117.62,164.04000000000002
2020-01-10,-5.07,26.21,21.14
2020-01-13,0.0,0.0,0.0
2020-01-14,-63.62,-23.07,-86.69
2020-01-15,-36.37,-26.23,-62.599999999999994
2020-01-16,83.16,97.43,180.59
2020-01-17,46.7,40.04,86.74000000000001
2020-01-21,0.0,0.0,0.0
2020-01-22,35.07,42.55,77.62
2020-01-23,-35.09,-89.05,-124.14
2020-01-24,30.08,73.36,103.44
2020-01-27,0.0,0.0,0.0
2020-01-28,68.24,74.18,142.42000000000002
2020-01-29,10.91,140.12,151.03
2020-01-30,-87.82,-134.47,-222.29
2020-01-31,-51.95,-130.71,-182.66000000000003
2020-02-03,0.0,0.0,0.0
2020-02-04,142.65,297.24,439.89
2020-02-05,122.35,211.57,333.91999999999996
2020-02-06,40.17,85.59,125.76
2020-02-07,-51.03,-82.98,-134.01
2020-02-10,0.0,0.0,0.0
2020-02-11,62.21,105.98,168.19
2020-02-12,70.42,125.61,196.03
2020-02-13,-66.38,-108.88,-175.26
2020-02-14,7.12,13.26,20.38
2020-02-18,0.0,0.0,0.0
2020-02-19,40.1,58.88,98.98
2020-02-20,-38.48,-46.14,-84.62
2020-02-21,-51.88,-157.9,-209.78
2020-02-24,0.0,0.0,0.0
2020-02-25,35.56,98.72,134.28
2020-02-26,44.49,98.52,143.01
2020-02-27,-256.9,-407.77,-664.67
2020-02-28,-344.48,-622.66,-967.14
2020-03-02,0.0,0.0,0.0
2020-03-03,-9.53,48.2,38.67
2020-03-04,179.97,538.31,718.28
2020-03-05,-271.89,-578.69,-850.58
2020-03-06,-377.18,-699.53,-1076.71
2020-03-09,0.0,0.0,0.0
2020-03-10,382.81,836.75,1219.56
2020-03-11,-319.49,-635.55,-955.04
2020-03-12,-878.41,-1572.15,-2450.56
2020-03-13,694.73,1380.37,2075.1
2020-03-16,0.0,0.0,0.0
2020-03-17,184.64,513.48,698.12
2020-03-18,-646.92,-1565.29,-2212.21
2020-03-19,-147.54,-194.32,-341.86
2020-03-20,252.95,220.48,473.42999999999995
2020-03-23,0.0,0.0,0.0
2020-03-24,664.5,1279.29,1943.79
2020-03-25,27.47,394.46,421.92999999999995
2020-03-26,159.21,275.75,434.96000000000004
2020-03-27,-481.42,-757.5,-1238.92
2020-03-30,0.0,0.0,0.0
2020-03-31,-58.36,-146.25,-204.61
2020-04-01,-609.04,-904.31,-1513.35
2020-04-02,-106.86,-119.74,-226.6
2020-04-03,-138.07,-137.58,-275.65
2020-04-06,0.0,0.0,0.0
2020-04-07,447.42,915.57,1362.99
2020-04-08,187.99,252.71,440.70000000000005
2020-04-09,373.59,342.57,716.16
2020-04-13,-90.19,-82.4,-172.59
2020-04-14,330.53,446.11,776.64
2020-04-15,-499.74,-497.18,-996.9200000000001
2020-04-16,23.42,51.84,75.26
2020-04-17,500.58,609.87,1110.45
2020-04-20,0.0,0.0,0.0
2020-04-21,-321.35,-495.01,-816.36
2020-04-22,258.93,411.55,670.48
2020-04-23,75.42,75.45,150.87
2020-04-24,95.63,136.92,232.54999999999998
2020-04-27,0.0,0.0,0.0
2020-04-28,344.67,350.77,695.44
2020-04-29,388.97,417.89,806.86
2020-04-30,-312.0,-205.39,-517.39
2020-05-01,-298.26,-358.22,-656.48
2020-05-04,0.0,0.0,0.0
2020-05-05,222.43,234.29,456.72
2020-05-06,78.66,141.55,220.21
2020-05-07,164.29,236.04,400.33
2020-05-08,243.7,307.9,551.5999999999999
2020-05-11,0.0,0.0,0.0
2020-05-12,52.87,117.59,170.46
2020-05-13,-120.06,-102.43,-222.49
2020-05-14,-268.98,-279.5,-548.48
2020-05-15,-129.49,-249.73,-379.22
2020-05-18,0.0,0.0,0.0
2020-05-19,-53.32,-36.49,-89.81
2020-05-20,231.43,307.77,539.2
2020-05-21,1.79,-26.2,-24.41
2020-05-22,25.91,-10.33,15.58
2020-05-26,0.0,0.0,0.0
2020-05-27,241.31,310.57,551.88
2020-05-28,135.02,187.06,322.08000000000004
2020-05-29,-133.07,-105.77,-238.83999999999997
2020-06-01,0.0,0.0,0.0
2020-06-02,67.6,114.44,182.04
2020-06-03,188.41,213.12,401.53
2020-06-04,-79.58,-79.51,-159.09
2020-06-05,520.13,611.31,1131.44
2020-06-08,0.0,0.0,0.0
2020-06-09,-178.7,-254.71,-433.40999999999997
2020-06-10,-27.14,-23.55,-50.69
2020-06-11,-496.7,-715.83,-1212.53
2020-06-12,449.92,627.74,1077.66
2020-06-15,0.0,0.0,0.0
2020-06-16,466.04,764.53,1230.57
2020-06-17,9.14,69.76,78.9
2020-06-18,-119.37,-165.98,-285.35
2020-06-19,216.6,241.05,457.65
2020-06-22,0.0,0.0,0.0
2020-06-23,145.68,223.58,369.26
2020-06-24,-166.93,-207.53,-374.46000000000004
2020-06-25,-63.31,-121.92,-185.23000000000002
2020-06-26,-85.44,-158.16,-243.6
2020-06-29,0.0,0.0,0.0
2020-06-30,-67.06,-90.72,-157.78
2020-07-01,39.4,92.79,132.19
2020-07-02,226.73,334.23,560.96
2020-07-06,240.97,322.98,563.95
2020-07-07,-109.58,-168.8,-278.38
2020-07-08,-10.22,46.15,35.93
2020-07-09,-0.85,0.88,0.030000000000000027
2020-07-10,0.0,-8.94,-8.94
2020-07-13,0.0,0.0,0.0
2020-07-14,-13.76,-48.44,-62.199999999999996
2020-07-15,289.17,332.21,621.38
2020-07-16,-79.97,-152.24,-232.21
2020-07-17,41.88,36.97,78.85
2020-07-20,0.0,0.0,0.0
2020-07-21,119.19,170.68,289.87
2020-07-22,-79.44,-54.84,-134.28
2020-07-23,-21.05,-38.32,-59.370000000000005
2020-07-24,-87.62,-133.69,-221.31
2020-07-27,0.0,0.0,0.0
2020-07-28,-51.2,-91.67,-142.87
2020-07-29,64.85,13.94,78.78999999999999
2020-07-30,-179.99,-263.36,-443.35
2020-07-31,-58.05,40.19,-17.86
2020-08-03,0.0,0.0,0.0
2020-08-04,-39.24,-38.81,-78.05000000000001
2020-08-05,115.35,135.39,250.73999999999998
2020-08-06,-3.12,-38.89,-42.01
2020-08-07,-28.09,-65.49,-93.58
2020-08-10,0.0,0.0,0.0
2020-08-11,106.06,219.06,325.12
2020-08-12,134.63,216.56,351.19
2020-08-13,-48.74,-78.02,-126.75999999999999
2020-08-14,-77.07,-93.03,-170.1
2020-08-17,0.0,0.0,0.0
2020-08-18,-12.16,9.07,-3.09
2020-08-19,36.06,29.75,65.81
2020-08-20,-125.81,-122.67,-248.48000000000002
2020-08-21,-50.84,-76.96,-127.8
2020-08-24,0.0,0.0,0.0
2020-08-25,38.39,68.21,106.6
2020-08-26,2.3,-1.63,0.6699999999999999
2020-08-27,50.96,82.78,133.74
2020-08-28,53.13,91.17,144.3
2020-08-31,0.0,0.0,0.0
2020-09-01,-15.45,-47.73,-63.17999999999999
2020-09-02,51.13,95.41,146.54
2020-09-03,-28.02,-23.69,-51.71
2020-09-04,143.52,125.83,269.35
2020-09-08,0.0,0.0,0.0
2020-09-09,118.47,207.85,326.32
2020-09-10,48.9,104.38,153.28
2020-09-11,51.13,85.87,137.0
2020-09-14,0.0,0.0,0.0
2020-09-15,98.77,155.79,254.56
2020-09-16,50.84,77.06,127.9
2020-09-17,-175.13,-273.31,-448.44
2020-09-18,16.39,-52.64,-36.25
2020-09-21,0.0,0.0,0.0
2020-09-22,46.2,19.49,65.69
2020-09-23,-57.15,111.28,54.13
2020-09-24,-12.49,-67.04,-79.53
2020-09-25,-57.46,-116.68,-174.14000000000001
2020-09-28,0.0,0.0,0.0
2020-09-29,-24.78,-28.34,-53.120000000000005
2020-09-30,40.98,46.94,87.91999999999999
2020-10-01,73.67,145.01,218.68
2020-10-02,-222.35,-331.58,-553.93
2020-10-05,0.0,0.0,0.0
2020-10-06,106.19,88.26,194.45
2020-10-07,146.3,211.2,357.5
2020-10-08,120.69,127.63,248.32
2020-10-09,108.23,101.93,210.16000000000003
2020-10-12,0.0,0.0,0.0
2020-10-13,-99.61,-64.59,-164.2
2020-10-14,19.91,30.47,50.379999999999995
2020-10-15,-142.95,-259.66,-402.61
2020-10-16,27.27,93.6,120.86999999999999
2020-10-19,0.0,0.0,0.0
2020-10-20,80.02,82.34,162.36
2020-10-21,4.48,-39.82,-35.34
2020-10-22,56.48,3.26,59.739999999999995
2020-10-23,65.85,55.12,120.97
2020-10-26,0.0,0.0,0.0
2020-10-27,-14.29,-9.13,-23.42
2020-10-28,-272.29,-483.04,-755.33
2020-10-29,-48.51,-32.06,-80.57
2020-10-30,-68.84,-133.75,-202.59
2020-11-02,0.0,0.0,0.0
2020-11-03,197.9,291.32,489.22
2020-11-04,-193.14,97.96,-95.17999999999999
2020-11-05,110.66,308.01,418.66999999999996
2020-11-06,44.36,3.24,47.6
2020-11-09,0.0,0.0,0.0
2020-11-10,103.92,109.57,213.49
2020-11-11,40.31,121.06,161.37
2020-11-12,-92.42,-156.36,-248.78000000000003
2020-11-13,91.06,145.38,236.44
2020-11-16,0.0,0.0,0.0
2020-11-17,-109.44,-206.23,-315.66999999999996
2020-11-18,29.25,63.99,93.24000000000001
2020-11-19,-22.51,-63.96,-86.47
2020-11-20,-50.07,-89.55,-139.62
2020-11-23,0.0,0.0,0.0
2020-11-24,165.22,233.18,398.4
2020-11-25,-53.08,-39.81,-92.89
2020-11-27,6.54,53.9,60.44
2020-11-30,0.0,0.0,0.0
2020-12-01,162.35,238.04,400.39
2020-12-02,-50.58,-107.12,-157.7
2020-12-03,24.93,12.3,37.230000000000004
2020-12-04,67.19,51.36,118.55
2020-12-07,0.0,0.0,0.0
2020-12-08,-82.82,-88.6,-171.42
2020-12-09,74.21,73.06,147.26999999999998
2020-12-10,-105.18,-74.15,-179.33
2020-12-11,-84.07,-86.48,-170.55
2020-12-14,0.0,0.0,0.0
2020-12-15,113.07,136.87,249.94
2020-12-16,24.04,-7.6,16.439999999999998
2020-12-17,42.05,77.37,119.42
2020-12-18,11.0,-37.13,-26.130000000000003
2020-12-21,0.0,0.0,0.0
2020-12-22,36.86,-21.32,15.54
2020-12-23,66.25,80.47,146.72
2020-12-24,43.98,25.19,69.17
2020-12-28,120.52,129.49,250.01
2020-12-29,19.97,103.64,123.61
2020-12-30,37.65,48.51,86.16
2020-12-31,4.89,-12.86,-7.97
2021-01-04,78.91,59.42,138.32999999999998
2021-01-05,-26.67,-31.19,-57.86
2021-01-06,177.68,-13.62,164.06
2021-01-07,65.7,102.95,168.65
2021-01-08,62.25,54.08,116.33
2021-01-11,0.0,0.0,0.0
2021-01-12,52.62,-4.45,48.169999999999995
2021-01-13,5.68,-10.36,-4.68
2021-01-14,82.95,66.63,149.57999999999998
2021-01-15,-178.36,-153.54,-331.9
2021-01-19,0.0,0.0,0.0
2021-01-20,48.35,78.82,127.16999999999999
2021-01-21,15.95,13.28,29.229999999999997
2021-01-22,-120.23,-151.92,-272.15
2021-01-25,0.0,0.0,0.0
2021-01-26,83.25,60.9,144.15
2021-01-27,-217.15,-217.03,-434.18
2021-01-28,77.34,121.31,198.65
