day,pnl,low,high,trades,halted
2016-01-07,0.0,0.0,0.0,0,
2016-01-08,0.0,0.0,0.0,0,
2016-01-11,0.0,0.0,0.0,0,
2016-01-12,40.95,-6.53,95.63,1,
2016-01-13,-264.47,-268.36,0.0,1,
2016-01-14,-12.96,-121.0,5.09,1,
2016-01-15,0.0,0.0,0.0,0,
2016-01-19,0.0,0.0,0.0,0,
2016-01-20,-24.56,-107.63,108.85,1,
2016-01-21,-129.54,-129.54,57.59,1,
2016-01-22,-70.07,-78.89,0.0,1,
2016-01-25,109.18,-55.45,114.42,1,
2016-01-26,81.36,0.0,246.59,1,
2016-01-27,-237.3,-241.34,17.06,1,
2016-01-28,194.61,0.0,195.56,1,
2016-01-29,0.0,0.0,0.0,0,
2016-02-01,0.0,0.0,0.0,0,
2016-02-02,-196.13,-228.61,0.0,1,
2016-02-03,-189.29,-190.7,0.96,1,
2016-02-04,0.0,0.0,0.0,0,
2016-02-05,-233.06,-236.5,0.0,1,
2016-02-08,0.0,0.0,0.0,0,
2016-02-09,268.53,0.0,268.53,1,
2016-02-10,0.0,0.0,0.0,0,
2016-02-11,-154.05,-176.06,72.21,1,
2016-02-12,23.32,-38.8,172.45,1,
2016-02-16,0.0,0.0,0.0,0,
2016-02-17,0.0,0.0,0.0,0,
2016-02-18,-181.62,-181.62,74.36,1,
2016-02-19,140.59,-13.9,149.15,1,
2016-02-22,0.0,0.0,0.0,0,
2016-02-23,0.0,0.0,0.0,0,
2016-02-24,7.54,0.0,36.91,1,
2016-02-25,0.0,0.0,0.0,0,
2016-02-26,0.0,0.0,0.0,0,
2016-02-29,0.0,0.0,0.0,0,
2016-03-01,-125.41,-125.41,0.0,1,
2016-03-02,24.72,-40.21,24.72,1,
2016-03-03,-105.24,-105.24,11.06,1,
2016-03-04,0.0,0.0,0.0,0,
2016-03-07,-26.4,-152.11,164.98,1,
2016-03-08,83.92,-64.07,83.92,1,
2016-03-09,0.0,0.0,0.0,0,
2016-03-10,97.68,-91.08,139.8,1,
2016-03-11,0.0,0.0,0.0,0,
2016-03-14,9.26,-69.81,36.83,1,
2016-03-15,0.0,0.0,0.0,0,
2016-03-16,0.0,0.0,0.0,0,
2016-03-17,65.61,-38.33,65.61,1,
2016-03-18,161.64,0.0,161.64,1,
2016-03-21,0.0,0.0,0.0,0,
2016-03-22,0.0,0.0,0.0,0,
2016-03-23,0.0,0.0,0.0,0,
2016-03-24,0.0,0.0,0.0,0,
2016-03-28,0.0,0.0,0.0,0,
2016-03-29,-174.94,-174.94,0.0,1,
2016-03-30,213.33,0.0,216.55,1,
2016-03-31,0.0,0.0,0.0,0,
2016-04-01,-0.95,-51.93,0.0,1,
2016-04-04,0.0,0.0,0.0,0,
2016-04-05,0.0,0.0,0.0,0,
2016-04-06,-101.59,-109.58,0.0,1,
2016-04-07,19.52,0.0,107.4,1,
2016-04-08,-141.35,-143.9,0.0,1,
2016-04-11,0.0,0.0,0.0,0,
2016-04-12,113.98,0.0,113.98,1,
2016-04-13,183.55,0.0,183.78,1,
