day,side,notional,entry_ts,entry_s,exit_ts,exit_s,pnl,reason_out,costs,qty
2016-04-01,-1,60000,2016-04-01 10:00:00-05:00,0.00299,2016-04-01 14:52:00-05:00,0.00377,-0.95,flatten,47.01,1
2016-04-06,-1,60000,2016-04-06 11:30:00-05:00,0.00286,2016-04-06 14:52:00-05:00,0.00474,-101.59,flatten,47.01,1
2016-04-07,1,60000,2016-04-07 10:00:00-05:00,-0.00368,2016-04-07 14:52:00-05:00,-0.00335,19.52,flatten,47.23,1
2016-04-08,1,60000,2016-04-08 10:30:00-05:00,-0.00333,2016-04-08 11:30:00-05:00,-0.00573,-141.35,stop,47.19,1
2016-04-12,1,60000,2016-04-12 09:30:00-05:00,-0.00294,2016-04-12 14:00:00-05:00,-0.00105,113.98,reverted,47.57,1
2016-04-13,-1,60000,2016-04-13 09:30:00-05:00,0.00285,2016-04-13 11:00:00-05:00,-0.00022,183.55,reverted,46.62,1
2016-04-18,1,60000,2016-04-18 11:00:00-05:00,-0.00333,2016-04-18 14:52:00-05:00,-0.00229,81.74,flatten,46.45,1
2016-04-19,1,60000,2016-04-19 09:30:00-05:00,-0.00639,2016-04-19 11:00:00-05:00,-0.00934,-169.97,stop,46.29,1
2016-05-17,1,60000,2016-05-17 10:00:00-05:00,-0.00274,2016-05-17 14:52:00-05:00,-0.00419,-46.88,flatten,47.58,1
2016-05-24,-1,60000,2016-05-24 09:30:00-05:00,0.00309,2016-05-24 12:30:00-05:00,0.00514,-129.05,stop,47.17,1
2016-06-24,1,60000,2016-06-24 11:30:00-05:00,-0.00314,2016-06-24 14:52:00-05:00,-0.00243,32.02,flatten,48.05,1
2016-06-27,1,60000,2016-06-27 10:00:00-05:00,-0.00281,2016-06-27 14:52:00-05:00,-0.00285,-20.85,flatten,49.53,1
2016-06-28,-1,60000,2016-06-28 09:30:00-05:00,0.00431,2016-06-28 14:52:00-05:00,0.00251,82.4,flatten,48.71,1
2016-06-29,-1,60000,2016-06-29 12:30:00-05:00,0.00253,2016-06-29 14:52:00-05:00,0.00075,86.29,flatten,47.68,1
2016-07-01,-1,60000,2016-07-01 09:30:00-05:00,0.00291,2016-07-01 14:52:00-05:00,0.00295,-1.68,flatten,46.72,1
2016-07-06,-1,60000,2016-07-06 09:30:00-05:00,0.00308,2016-07-06 10:30:00-05:00,0.00514,-126.48,stop,47.37,1
2016-07-07,-1,60000,2016-07-07 12:30:00-05:00,0.00287,2016-07-07 14:52:00-05:00,0.00374,-56.66,flatten,46.84,1
2016-07-08,-1,60000,2016-07-08 10:00:00-05:00,0.00298,2016-07-08 14:52:00-05:00,0.00275,26.53,flatten,46.22,1
2016-07-12,1,60000,2016-07-12 13:00:00-05:00,-0.00385,2016-07-12 14:52:00-05:00,-0.00267,62.23,flatten,45.59,1
2016-07-18,-1,60000,2016-07-18 09:30:00-05:00,0.00315,2016-07-18 14:52:00-05:00,0.0038,-48.95,flatten,45.25,1
2016-09-15,-1,60000,2016-09-15 09:30:00-05:00,0.00307,2016-09-15 14:52:00-05:00,0.00428,-54.92,flatten,44.77,1
2016-09-19,1,60000,2016-09-19 10:00:00-05:00,-0.00312,2016-09-19 14:52:00-05:00,-0.00324,-34.57,flatten,44.62,1
2016-09-27,-1,60000,2016-09-27 09:30:00-05:00,0.00257,2016-09-27 14:52:00-05:00,0.00319,-59.42,flatten,44.45,1
2016-11-07,-1,60000,2016-11-07 10:30:00-06:00,0.0017,2016-11-07 11:30:00-06:00,0.00073,59.61,reverted,45.03,1
2016-11-08,-1,60000,2016-11-08 11:30:00-06:00,0.00218,2016-11-08 14:52:00-06:00,0.00138,2.5,flatten,44.58,1
2016-11-09,1,60000,2016-11-09 11:00:00-06:00,-0.00223,2016-11-09 12:00:00-06:00,-0.00065,106.53,reverted,44.42,1
2016-11-10,1,60000,2016-11-10 09:30:00-06:00,-0.01905,2016-11-10 10:00:00-06:00,-0.02073,-113.33,stop,44.78,1
2016-11-14,1,60000,2016-11-14 09:30:00-06:00,-0.00622,2016-11-14 10:00:00-06:00,-0.0087,-147.4,stop,44.74,1
2016-11-15,-1,60000,2016-11-15 09:30:00-06:00,0.00564,2016-11-15 14:52:00-06:00,0.00113,161.54,flatten,44.47,1
2016-11-16,-1,60000,2016-11-16 09:30:00-06:00,0.00558,2016-11-16 11:30:00-06:00,0.00929,-236.4,stop,44.37,1
2016-11-30,1,42026,2016-11-30 11:00:00-06:00,-0.00734,2016-11-30 14:52:00-06:00,-0.00773,-28.14,flatten,30.66,1
2016-12-01,1,55164,2016-12-01 09:30:00-06:00,-0.00664,2016-12-01 14:52:00-06:00,-0.0111,-246.66,flatten,40.55,1
2016-12-13,-1,60000,2016-12-13 09:30:00-06:00,0.01017,2016-12-13 14:52:00-06:00,0.00626,180.16,flatten,42.63,1
2016-12-19,-1,60000,2016-12-19 10:00:00-06:00,0.00398,2016-12-19 14:30:00-06:00,0.00148,148.63,reverted,42.82,1
2017-05-22,-1,60000,2017-05-22 09:30:00-05:00,0.00223,2017-05-22 14:52:00-05:00,0.00364,-63.94,flatten,39.02,1
2017-05-25,-1,60000,2017-05-25 13:30:00-05:00,0.00399,2017-05-25 14:52:00-05:00,0.00255,77.9,flatten,38.48,1
2017-05-31,1,60000,2017-05-31 09:30:00-05:00,-0.00279,2017-05-31 14:52:00-05:00,-0.00201,-1.91,flatten,38.6,1
2017-06-01,1,60000,2017-06-01 09:30:00-05:00,-0.00316,2017-06-01 14:52:00-05:00,-0.00335,17.66,flatten,38.48,1
2017-06-09,1,60000,2017-06-09 09:30:00-05:00,-0.00255,2017-06-09 10:30:00-05:00,-0.00651,-246.29,stop,37.9,1
2017-06-12,1,60000,2017-06-12 09:30:00-05:00,-0.00305,2017-06-12 10:00:00-05:00,-0.00033,163.29,reverted,38.74,1
2017-06-13,1,60000,2017-06-13 10:00:00-05:00,-0.00274,2017-06-13 11:00:00-05:00,-0.00016,155.57,reverted,38.51,1
2017-06-14,1,60000,2017-06-14 14:00:00-05:00,-0.00549,2017-06-14 14:52:00-05:00,-0.00567,-36.54,flatten,38.51,1
2017-06-15,1,60000,2017-06-15 09:30:00-05:00,-0.00417,2017-06-15 12:00:00-05:00,-0.00047,224.62,reverted,38.81,1
2017-06-16,1,60000,2017-06-16 10:00:00-05:00,-0.00234,2017-06-16 13:00:00-05:00,-0.00064,102.53,reverted,38.87,1
2017-06-19,-1,60000,2017-06-19 10:00:00-05:00,0.00255,2017-06-19 14:52:00-05:00,0.00292,-55.41,flatten,38.38,1
2017-06-21,-1,60000,2017-06-21 09:30:00-05:00,0.0031,2017-06-21 10:00:00-05:00,0.00497,-111.1,stop,38.5,1
2017-06-23,-1,60000,2017-06-23 12:30:00-05:00,0.00381,2017-06-23 14:52:00-05:00,0.00394,-15.05,flatten,38.33,1
2017-06-26,1,60000,2017-06-26 09:30:00-05:00,-0.00349,2017-06-26 10:00:00-05:00,-0.00586,-132.19,stop,38.21,1
2017-06-27,1,60000,2017-06-27 12:00:00-05:00,-0.00443,2017-06-27 14:52:00-05:00,-0.00781,-190.72,flatten,38.62,1
2017-06-29,1,60000,2017-06-29 09:30:00-05:00,-0.00315,2017-06-29 10:30:00-05:00,-0.00633,-190.85,stop,38.72,1
2017-07-03,1,60000,2017-07-03 09:30:00-05:00,-0.00618,2017-07-03 10:00:00-05:00,-0.01079,-282.59,stop,38.81,1
2017-07-05,-1,60000,2017-07-05 10:30:00-05:00,0.00543,2017-07-05 14:52:00-05:00,0.00631,-82.8,flatten,38.86,1
2017-07-07,-1,60000,2017-07-07 09:30:00-05:00,0.00342,2017-07-07 14:52:00-05:00,0.00346,-31.57,flatten,38.98,1
2017-07-11,-1,60000,2017-07-11 09:30:00-05:00,0.00389,2017-07-11 14:52:00-05:00,0.00429,-0.07,flatten,38.68,1
2017-08-17,1,60000,2017-08-17 09:30:00-05:00,-0.00318,2017-08-17 14:52:00-05:00,-0.00413,-38.69,flatten,37.97,1
2017-08-21,1,60000,2017-08-21 09:30:00-05:00,-0.00389,2017-08-21 14:52:00-05:00,-0.00233,70.16,flatten,38.55,1
2017-08-24,1,60000,2017-08-24 09:30:00-05:00,-0.00278,2017-08-24 10:30:00-05:00,-0.00506,-135.73,stop,38.1,1
2017-08-25,1,60000,2017-08-25 10:00:00-05:00,-0.00364,2017-08-25 14:52:00-05:00,-0.00429,-48.81,flatten,38.08,1
2017-08-28,-1,60000,2017-08-28 10:00:00-05:00,0.00342,2017-08-28 14:52:00-05:00,0.00199,90.51,flatten,38.04,1
2017-08-29,-1,60000,2017-08-29 09:30:00-05:00,0.00376,2017-08-29 14:52:00-05:00,0.00547,-108.27,flatten,38.19,1
2017-08-30,-1,60000,2017-08-30 09:30:00-05:00,0.00273,2017-08-30 13:00:00-05:00,0.0058,-182.95,stop,37.88,1
2017-09-08,1,60000,2017-09-08 11:00:00-05:00,-0.0049,2017-09-08 14:00:00-05:00,-0.0077,-166.14,stop,37.64,1
2017-09-15,-1,60000,2017-09-15 10:00:00-05:00,0.00455,2017-09-15 14:30:00-05:00,0.00151,184.52,reverted,37.25,1
2017-12-01,-1,60000,2017-12-01 09:30:00-06:00,0.00434,2017-12-01 14:52:00-06:00,0.00339,33.86,flatten,35.08,1
2017-12-04,1,60000,2017-12-04 09:30:00-06:00,-0.00792,2017-12-04 10:00:00-06:00,-0.0119,-241.54,stop,35.05,1
2017-12-05,-1,60000,2017-12-05 09:30:00-06:00,0.00725,2017-12-05 14:52:00-06:00,0.00558,80.13,flatten,35.24,1
2017-12-06,-1,60000,2017-12-06 09:30:00-06:00,0.00488,2017-12-06 14:52:00-06:00,0.00662,-70.61,flatten,35.42,1
2018-01-05,-1,60000,2018-01-05 11:00:00-06:00,0.00359,2018-01-05 14:52:00-06:00,0.00188,100.01,flatten,33.91,1
2018-01-12,-1,60000,2018-01-12 11:30:00-06:00,0.00329,2018-01-12 14:52:00-06:00,0.00342,-32.06,flatten,33.34,1
2018-01-24,1,60000,2018-01-24 11:00:00-06:00,-0.00392,2018-01-24 14:52:00-06:00,-0.00513,-86.35,flatten,32.59,1
2018-01-25,1,60000,2018-01-25 09:30:00-06:00,-0.00318,2018-01-25 10:30:00-06:00,-0.00095,131.07,reverted,32.61,1
2018-01-30,-1,60000,2018-01-30 10:30:00-06:00,0.00372,2018-01-30 14:52:00-06:00,0.00419,26.68,flatten,32.62,1
2018-02-01,-1,60000,2018-02-01 09:30:00-06:00,0.00289,2018-02-01 10:00:00-06:00,0.00568,-170.94,stop,32.69,1
2018-02-05,-1,60000,2018-02-05 09:30:00-06:00,0.00618,2018-02-05 14:52:00-06:00,0.00356,237.38,flatten,33.36,1
2018-02-06,-1,60000,2018-02-06 11:30:00-06:00,0.00358,2018-02-06 12:30:00-06:00,0.00715,-224.0,stop,34.62,1
2018-02-07,1,60000,2018-02-07 09:30:00-06:00,-0.00482,2018-02-07 12:00:00-06:00,-0.00745,-160.57,stop,34.03,1
2018-02-08,1,60000,2018-02-08 10:00:00-06:00,-0.0042,2018-02-08 14:52:00-06:00,-0.00697,-58.66,flatten,34.79,1
2018-02-09,1,60000,2018-02-09 11:30:00-06:00,-0.00415,2018-02-09 14:00:00-06:00,0.00072,298.78,reverted,36.25,1
2018-02-12,-1,60000,2018-02-12 11:00:00-06:00,0.00355,2018-02-12 12:00:00-06:00,0.00126,139.64,reverted,34.72,1
2018-02-13,-1,60000,2018-02-13 09:30:00-06:00,0.00412,2018-02-13 14:52:00-06:00,0.0027,91.3,flatten,34.78,1
2018-02-14,-1,60000,2018-02-14 09:30:00-06:00,0.00457,2018-02-14 14:52:00-06:00,0.00477,-27.05,flatten,34.4,1
2018-02-15,-1,60000,2018-02-15 09:30:00-06:00,0.00388,2018-02-15 10:00:00-06:00,0.00032,210.62,reverted,33.8,1
2018-02-20,-1,60000,2018-02-20 09:30:00-06:00,0.00636,2018-02-20 13:00:00-06:00,0.0096,-204.87,stop,33.6,1
2018-03-01,1,60000,2018-03-01 10:00:00-06:00,-0.00322,2018-03-01 14:52:00-06:00,-0.00292,4.09,flatten,33.61,1
2018-03-02,-1,60000,2018-03-02 09:30:00-06:00,0.00334,2018-03-02 10:30:00-06:00,0.00597,-145.94,stop,34.33,1
2018-03-06,-1,60000,2018-03-06 09:30:00-06:00,0.00393,2018-03-06 10:30:00-06:00,0.00066,201.27,reverted,33.29,1
2018-03-12,-1,60000,2018-03-12 11:00:00-05:00,0.00409,2018-03-12 14:52:00-05:00,0.00378,39.99,flatten,32.47,1
2018-03-13,1,60000,2018-03-13 10:00:00-05:00,-0.00225,2018-03-13 10:30:00-05:00,-0.00524,-181.46,stop,32.47,1
2018-03-14,-1,60000,2018-03-14 12:00:00-05:00,0.00398,2018-03-14 14:52:00-05:00,0.00401,-6.21,flatten,32.87,1
2018-03-16,1,60000,2018-03-16 11:00:00-05:00,-0.00505,2018-03-16 14:52:00-05:00,-0.0032,74.75,flatten,32.99,1
2018-03-19,1,60000,2018-03-19 10:30:00-05:00,-0.00367,2018-03-19 11:00:00-05:00,-0.00675,-188.94,stop,33.51,1
2018-03-20,-1,60000,2018-03-20 10:00:00-05:00,0.00263,2018-03-20 11:00:00-05:00,0.00042,135.01,reverted,33.49,1
2018-03-21,-1,60000,2018-03-21 09:30:00-05:00,0.00234,2018-03-21 11:00:00-05:00,0.00074,99.73,reverted,33.55,1
2018-03-22,-1,60000,2018-03-22 09:30:00-05:00,0.00231,2018-03-22 10:30:00-05:00,0.00072,97.43,reverted,33.95,1
2018-03-26,1,60000,2018-03-26 10:30:00-05:00,-0.00334,2018-03-26 12:00:00-05:00,-0.00087,144.76,reverted,35.01,1
2018-03-27,1,60000,2018-03-27 09:30:00-05:00,-0.0019,2018-03-27 10:00:00-05:00,-0.00397,-126.09,stop,34.23,1
2018-03-28,1,60000,2018-03-28 10:30:00-05:00,-0.0056,2018-03-28 11:30:00-05:00,0.0002,348.45,reverted,35.36,1
2018-03-29,1,60000,2018-03-29 09:30:00-05:00,-0.00295,2018-03-29 10:30:00-05:00,0.00114,238.49,reverted,35.14,1
2018-04-02,1,60000,2018-04-02 09:30:00-05:00,-0.00314,2018-04-02 11:30:00-05:00,0.00016,199.05,reverted,35.21,1
2018-04-03,1,60000,2018-04-03 09:30:00-05:00,-0.00597,2018-04-03 14:52:00-05:00,-0.00528,68.58,flatten,35.62,1
2018-04-04,-1,60000,2018-04-04 10:30:00-05:00,0.00401,2018-04-04 11:30:00-05:00,0.0068,-185.6,stop,35.32,1
2018-04-05,1,60000,2018-04-05 09:30:00-05:00,-0.00376,2018-04-05 14:52:00-05:00,-0.00489,-32.14,flatten,34.59,1
2018-04-09,-1,60000,2018-04-09 09:30:00-05:00,0.00465,2018-04-09 14:00:00-05:00,0.00145,194.8,reverted,34.9,1
2018-04-17,-1,60000,2018-04-17 10:00:00-05:00,0.0037,2018-04-17 11:30:00-05:00,0.00727,-216.08,stop,33.8,1
2018-04-20,1,60000,2018-04-20 10:30:00-05:00,-0.0042,2018-04-20 14:52:00-05:00,-0.00471,-10.89,flatten,34.3,1
2018-04-23,1,60000,2018-04-23 13:30:00-05:00,-0.00461,2018-04-23 14:52:00-05:00,-0.00471,-4.02,flatten,34.43,1
2018-04-24,1,60000,2018-04-24 09:30:00-05:00,-0.00478,2018-04-24 10:00:00-05:00,-0.00667,-109.78,stop,34.4,1
2018-04-25,1,60000,2018-04-25 09:30:00-05:00,-0.00428,2018-04-25 11:00:00-05:00,-0.00084,198.8,reverted,35.08,1
2018-04-27,1,60000,2018-04-27 09:30:00-05:00,-0.01133,2018-04-27 14:52:00-05:00,-0.01214,-31.87,flatten,34.35,1
2018-05-01,-1,60000,2018-05-01 09:30:00-05:00,0.00584,2018-05-01 14:52:00-05:00,0.00924,-221.4,flatten,34.63,1
2018-05-04,-1,60000,2018-05-04 10:00:00-05:00,0.00542,2018-05-04 14:52:00-05:00,0.00593,-16.14,flatten,34.34,1
2018-05-21,1,60000,2018-05-21 13:30:00-05:00,-0.00496,2018-05-21 14:52:00-05:00,-0.00321,90.21,flatten,33.33,1
2018-05-22,1,60000,2018-05-22 09:30:00-05:00,-0.00304,2018-05-22 14:00:00-05:00,-0.00089,120.09,reverted,33.29,1
2018-05-23,-1,60000,2018-05-23 11:00:00-05:00,0.00474,2018-05-23 14:30:00-05:00,0.0072,-144.85,stop,33.47,1
2018-06-04,-1,60000,2018-06-04 11:30:00-05:00,0.00449,2018-06-04 14:52:00-05:00,0.00472,-17.21,flatten,32.73,1
2018-06-07,1,60000,2018-06-07 09:30:00-05:00,-0.00515,2018-06-07 14:52:00-05:00,-0.00587,-33.69,flatten,32.51,1
2018-06-20,-1,60000,2018-06-20 10:00:00-05:00,0.00365,2018-06-20 14:52:00-05:00,0.00365,-6.06,flatten,32.43,1
2018-06-25,1,60000,2018-06-25 10:00:00-05:00,-0.00402,2018-06-25 12:00:00-05:00,-0.00744,-205.97,stop,33.15,1
2018-06-27,1,55520,2018-06-27 12:30:00-05:00,-0.00554,2018-06-27 14:52:00-05:00,-0.00712,-56.34,flatten,30.78,1
2018-06-28,-1,60000,2018-06-28 10:00:00-05:00,0.00357,2018-06-28 14:52:00-05:00,0.00366,-1.85,flatten,33.37,1
2018-07-02,-1,60000,2018-07-02 09:30:00-05:00,0.00416,2018-07-02 14:52:00-05:00,0.00718,-153.44,flatten,33.29,1
2018-07-03,1,60000,2018-07-03 09:30:00-05:00,-0.00374,2018-07-03 12:00:00-05:00,-0.00772,-234.13,stop,33.02,1
2018-07-09,1,60000,2018-07-09 09:30:00-05:00,-0.00409,2018-07-09 14:52:00-05:00,-0.00099,160.94,flatten,32.47,1
2018-07-12,-1,60000,2018-07-12 09:30:00-05:00,0.00481,2018-07-12 14:52:00-05:00,0.00842,-202.75,flatten,32.16,1
2018-07-17,-1,60000,2018-07-17 09:30:00-05:00,0.00467,2018-07-17 11:30:00-05:00,0.00916,-273.44,stop,32.1,1
2018-07-24,1,60000,2018-07-24 11:00:00-05:00,-0.00413,2018-07-24 14:52:00-05:00,-0.0054,-80.27,flatten,31.78,1
2018-07-27,1,60000,2018-07-27 09:30:00-05:00,-0.00494,2018-07-27 10:30:00-05:00,-0.00716,-125.43,stop,31.76,1
2018-07-30,1,60000,2018-07-30 09:30:00-05:00,-0.00759,2018-07-30 14:52:00-05:00,-0.00847,-45.3,flatten,32.15,1
2018-08-02,-1,60000,2018-08-02 09:30:00-05:00,0.00499,2018-08-02 11:30:00-05:00,0.00861,-213.36,stop,32.09,1
2018-08-13,-1,60000,2018-08-13 09:30:00-05:00,0.00368,2018-08-13 14:52:00-05:00,0.00231,99.1,flatten,31.55,1
2018-08-16,1,59508,2018-08-16 13:00:00-05:00,-0.00535,2018-08-16 14:52:00-05:00,-0.00677,-99.51,flatten,31.37,1
2018-09-11,-1,60000,2018-09-11 11:00:00-05:00,0.00532,2018-09-11 14:52:00-05:00,0.00572,-9.56,flatten,31.1,1
2018-09-12,1,60000,2018-09-12 09:30:00-05:00,-0.00494,2018-09-12 14:52:00-05:00,-0.00188,170.02,flatten,31.26,1
2018-09-17,1,60000,2018-09-17 09:30:00-05:00,-0.00498,2018-09-17 14:52:00-05:00,-0.0075,-133.01,flatten,31.1,1
2018-09-18,-1,56553,2018-09-18 10:00:00-05:00,0.00541,2018-09-18 14:52:00-05:00,0.00261,156.04,flatten,29.23,1
2018-09-19,1,56734,2018-09-19 09:30:00-05:00,-0.00605,2018-09-19 14:52:00-05:00,-0.00184,254.74,flatten,29.4,1
2018-09-24,-1,51780,2018-09-24 10:30:00-05:00,0.00843,2018-09-24 14:52:00-05:00,0.01066,-86.69,flatten,26.74,1
2018-10-10,1,60000,2018-10-10 09:30:00-05:00,-0.0043,2018-10-10 14:52:00-05:00,-0.00829,-177.45,flatten,31.89,1
2018-10-11,-1,60000,2018-10-11 09:30:00-05:00,0.00429,2018-10-11 12:30:00-05:00,0.0091,-280.34,stop,32.74,1
2018-10-15,1,60000,2018-10-15 09:30:00-05:00,-0.00655,2018-10-15 14:52:00-05:00,-0.00519,61.31,flatten,32.87,1
2018-10-17,1,60000,2018-10-17 10:00:00-05:00,-0.0041,2018-10-17 14:52:00-05:00,-0.00464,-3.44,flatten,32.37,1
2018-10-18,1,60000,2018-10-18 09:30:00-05:00,-0.00455,2018-10-18 14:52:00-05:00,-0.00809,-178.39,flatten,32.33,1
2018-10-22,-1,60000,2018-10-22 10:00:00-05:00,0.00689,2018-10-22 14:52:00-05:00,0.00628,-1.08,flatten,32.57,1
2018-10-24,1,51323,2018-10-24 10:30:00-05:00,-0.00586,2018-10-24 14:00:00-05:00,-0.01058,-252.55,stop,28.56,1
2018-10-25,-1,60000,2018-10-25 09:30:00-05:00,0.0044,2018-10-25 14:52:00-05:00,0.00722,-242.04,flatten,33.54,1
2018-10-26,-1,60000,2018-10-26 09:30:00-05:00,0.00757,2018-10-26 11:00:00-05:00,0.01235,-275.53,stop,34.19,1
2018-10-29,1,57888,2018-10-29 10:00:00-05:00,-0.00652,2018-10-29 11:30:00-05:00,-0.01439,-446.75,stop,32.43,1
2018-10-31,-1,60000,2018-10-31 09:30:00-05:00,0.00637,2018-10-31 14:52:00-05:00,0.00648,-37.53,flatten,33.23,1
2018-11-05,1,60000,2018-11-05 09:30:00-06:00,-0.01147,2018-11-05 14:52:00-06:00,-0.00753,224.34,flatten,33.5,1
2018-11-07,-1,54845,2018-11-07 10:00:00-06:00,0.00645,2018-11-07 14:52:00-06:00,0.00649,39.44,flatten,29.7,1
2018-11-12,1,56545,2018-11-12 10:00:00-06:00,-0.00771,2018-11-12 14:52:00-06:00,-0.00567,126.25,flatten,31.38,1
2018-11-19,1,55352,2018-11-19 09:30:00-06:00,-0.00801,2018-11-19 14:30:00-06:00,-0.01221,-232.73,stop,31.16,1
2018-11-20,-1,57620,2018-11-20 10:00:00-06:00,0.01207,2018-11-20 14:52:00-06:00,0.00985,212.13,flatten,33.05,1
2018-12-04,-1,60000,2018-12-04 09:30:00-06:00,0.00369,2018-12-04 11:30:00-06:00,-0.00073,250.87,reverted,32.75,1
2018-12-06,-1,60000,2018-12-06 09:30:00-06:00,0.00799,2018-12-06 11:00:00-06:00,0.01363,-339.24,stop,34.23,1
2018-12-10,-1,60000,2018-12-10 09:30:00-06:00,0.00636,2018-12-10 14:52:00-06:00,0.00928,-155.68,flatten,34.7,1
2018-12-18,-1,57655,2018-12-18 12:00:00-06:00,0.00645,2018-12-18 14:52:00-06:00,0.00655,-19.34,flatten,33.87,1
2018-12-20,1,60000,2018-12-20 10:30:00-06:00,-0.00455,2018-12-20 13:30:00-06:00,-0.00174,162.82,reverted,36.6,1
2018-12-21,1,60000,2018-12-21 09:30:00-06:00,-0.00513,2018-12-21 10:30:00-06:00,-0.00888,-223.82,stop,36.6,1
2018-12-24,-1,60000,2018-12-24 10:00:00-06:00,0.00753,2018-12-24 12:00:00-06:00,0.00177,351.57,reverted,38.14,1
2018-12-26,-1,43913,2018-12-26 12:00:00-06:00,0.0077,2018-12-26 14:52:00-06:00,0.00814,36.95,flatten,27.64,1
2018-12-27,1,60000,2018-12-27 09:30:00-06:00,-0.00619,2018-12-27 14:52:00-06:00,-0.00564,61.38,flatten,37.75,1
2019-01-02,-1,60000,2019-01-02 09:30:00-06:00,0.00568,2019-01-02 13:00:00-06:00,0.00994,-266.24,stop,36.69,1
2019-01-04,-1,60000,2019-01-04 10:00:00-06:00,0.00585,2019-01-04 14:52:00-06:00,0.00777,-94.56,flatten,36.2,1
2019-01-15,-1,60000,2019-01-15 09:30:00-06:00,0.00511,2019-01-15 14:52:00-06:00,0.00557,4.13,flatten,34.97,1
2019-01-22,1,60000,2019-01-22 14:00:00-06:00,-0.00561,2019-01-22 14:52:00-06:00,-0.00498,34.02,flatten,34.78,1
2019-01-25,-1,60000,2019-01-25 11:00:00-06:00,0.00336,2019-01-25 14:52:00-06:00,0.00388,-7.74,flatten,34.06,1
2019-01-29,1,60000,2019-01-29 09:30:00-06:00,-0.00452,2019-01-29 10:00:00-06:00,-0.00783,-207.68,stop,34.46,1
2019-01-30,-1,60000,2019-01-30 14:00:00-06:00,0.00462,2019-01-30 14:52:00-06:00,0.00535,-34.1,flatten,33.82,1
2019-02-01,-1,60000,2019-02-01 09:30:00-06:00,0.00315,2019-02-01 12:30:00-06:00,0.0012,113.54,reverted,33.46,1
2019-02-04,-1,60000,2019-02-04 09:30:00-06:00,0.00613,2019-02-04 14:52:00-06:00,0.00484,84.37,flatten,33.58,1
2019-02-05,-1,60000,2019-02-05 09:30:00-06:00,0.00435,2019-02-05 14:52:00-06:00,0.00487,-45.41,flatten,33.14,1
2019-02-06,1,60000,2019-02-06 09:30:00-06:00,-0.00364,2019-02-06 14:52:00-06:00,-0.00319,49.37,flatten,33.24,1
2019-02-08,-1,60000,2019-02-08 10:00:00-06:00,0.00402,2019-02-08 14:52:00-06:00,0.00417,-5.97,flatten,33.76,1
2019-02-15,1,60000,2019-02-15 09:30:00-06:00,-0.00492,2019-02-15 14:52:00-06:00,-0.00699,-133.38,flatten,32.77,1
2019-03-21,-1,60000,2019-03-21 10:00:00-05:00,0.00215,2019-03-21 14:52:00-05:00,0.00428,-141.59,flatten,31.66,1
2019-03-22,1,60000,2019-03-22 13:00:00-05:00,-0.00347,2019-03-22 14:52:00-05:00,-0.00404,-48.28,flatten,32.04,1
2019-03-27,1,60000,2019-03-27 10:30:00-05:00,-0.00276,2019-03-27 14:52:00-05:00,-0.00215,21.96,flatten,32.22,1
2019-04-01,1,60000,2019-04-01 09:30:00-05:00,-0.00186,2019-04-01 10:30:00-05:00,3e-05,111.47,reverted,31.55,1
2019-04-02,-1,60000,2019-04-02 10:00:00-05:00,0.00255,2019-04-02 14:52:00-05:00,0.00295,-29.11,flatten,31.4,1
2019-04-03,-1,60000,2019-04-03 09:30:00-05:00,0.00283,2019-04-03 10:30:00-05:00,0.00435,-92.95,stop,31.2,1
2019-04-04,1,60000,2019-04-04 10:30:00-05:00,-0.00243,2019-04-04 14:00:00-05:00,-0.00088,95.45,reverted,31.26,1
2019-04-09,-1,60000,2019-04-09 09:30:00-05:00,0.00314,2019-04-09 14:52:00-05:00,0.00134,84.09,flatten,31.1,1
2019-04-10,-1,60000,2019-04-10 10:00:00-05:00,0.00211,2019-04-10 13:30:00-05:00,0.0006,88.7,reverted,31.09,1
2019-05-09,1,60000,2019-05-09 09:30:00-05:00,-0.00215,2019-05-09 11:00:00-05:00,0.00015,124.95,reverted,31.54,1
2019-05-10,1,60000,2019-05-10 10:00:00-05:00,-0.00394,2019-05-10 14:52:00-05:00,-0.00322,54.11,flatten,31.64,1
2019-05-13,1,60000,2019-05-13 09:30:00-05:00,-0.00263,2019-05-13 14:52:00-05:00,-0.00446,-73.91,flatten,31.88,1
2019-05-15,-1,60000,2019-05-15 09:30:00-05:00,0.00572,2019-05-15 13:00:00-05:00,0.00777,-131.44,stop,31.55,1
2019-05-16,-1,60000,2019-05-16 09:30:00-05:00,0.00328,2019-05-16 14:52:00-05:00,0.00354,3.29,flatten,31.03,1
2019-06-03,1,60000,2019-06-03 09:30:00-05:00,-0.00769,2019-06-03 11:30:00-05:00,-0.01117,-205.63,stop,32.77,1
2019-06-04,-1,60000,2019-06-04 10:30:00-05:00,0.00458,2019-06-04 14:52:00-05:00,0.0047,22.61,flatten,32.47,1
2019-06-05,1,60000,2019-06-05 09:30:00-05:00,-0.0049,2019-06-05 14:52:00-05:00,-0.00417,29.26,flatten,32.24,1
2019-06-07,-1,60000,2019-06-07 09:30:00-05:00,0.00554,2019-06-07 10:00:00-05:00,0.00747,-112.74,stop,31.43,1
2019-06-10,-1,60000,2019-06-10 09:30:00-05:00,0.00679,2019-06-10 14:52:00-05:00,0.00616,39.37,flatten,31.03,1
