day,side,qty,entry_ts,entry_px,exit_ts,exit_px,stop_px,pnl,reason_in,reason_out
2016-01-07,-1,9,2016-01-07 13:00:00-06:00,194.435,2016-01-07 14:52:00-06:00,194.64499999999998,196.52,-18.9,short: close 194.48 < lower 194.97,flatten
2016-01-08,-1,14,2016-01-08 13:30:00-06:00,193.275,2016-01-08 14:52:00-06:00,192.075,194.54,168.0,short: close 193.32 < lower 193.33,flatten
2016-01-11,-1,14,2016-01-11 12:30:00-06:00,190.51500000000001,2016-01-11 13:30:00-06:00,191.295,191.84,-109.2,short: close 190.56 < lower 191.14,exit short: close 191.24 > lower 190.99
2016-01-13,-1,13,2016-01-13 11:00:00-06:00,192.44500000000002,2016-01-13 11:30:00-06:00,192.655,193.82,-27.3,short: close 192.50 < lower 192.67,exit short: close 192.62 > lower 192.55
2016-01-13,-1,12,2016-01-13 12:00:00-06:00,191.685,2016-01-13 14:52:00-06:00,188.74499999999998,193.16,352.8,short: close 191.74 < lower 192.57,flatten
2016-01-14,-1,21,2016-01-14 09:00:00-06:00,187.895,2016-01-14 09:13:00-06:00,188.80499999999998,188.76,-191.1,short: close 187.94 < lower 188.34,stop
2016-01-14,1,13,2016-01-14 10:00:00-06:00,190.885,2016-01-14 10:30:00-06:00,190.395,189.54,-63.7,long: close 190.84 > upper 190.55,exit long: close 190.45 < upper 190.80
2016-01-20,-1,8,2016-01-20 09:00:00-06:00,184.095,2016-01-20 13:00:00-06:00,184.155,186.24,-4.8,short: close 184.15 < lower 184.38,exit short: close 184.11 > lower 183.52
2016-01-21,-1,20,2016-01-21 09:00:00-06:00,185.06,2016-01-21 09:01:00-06:00,185.98499999999999,185.94,-185.0,short: close 185.11 < lower 185.12,stop
2016-01-21,1,18,2016-01-21 09:30:00-06:00,187.11499999999998,2016-01-21 10:00:00-06:00,186.845,186.1,-48.6,long: close 187.07 > upper 187.01,exit long: close 186.88 < upper 187.36
2016-01-26,1,16,2016-01-26 09:30:00-06:00,189.475,2016-01-26 10:00:00-06:00,189.38500000000002,188.34,-14.4,long: close 189.43 > upper 189.18,exit long: close 189.44 < upper 189.44
2016-01-26,1,13,2016-01-26 10:30:00-06:00,189.71499999999997,2016-01-26 11:00:00-06:00,189.495,188.27,-28.6,long: close 189.68 > upper 189.48,exit long: close 189.53 < upper 189.57
2016-01-27,-1,17,2016-01-27 09:30:00-06:00,188.625,2016-01-27 10:00:00-06:00,189.265,189.70000000000002,-108.8,short: close 188.66 < lower 188.81,exit short: close 189.22 > lower 188.49
2016-01-29,1,18,2016-01-29 09:00:00-06:00,191.195,2016-01-29 10:00:00-06:00,191.0,190.17000000000002,-35.1,long: close 191.15 > upper 190.60,exit long: close 191.05 < upper 191.05
2016-01-29,1,12,2016-01-29 10:30:00-06:00,191.255,2016-01-29 14:52:00-06:00,193.555,189.78,276.0,long: close 191.21 > upper 191.05,flatten
2016-02-02,-1,12,2016-02-02 09:00:00-06:00,191.155,2016-02-02 10:00:00-06:00,191.045,192.62,13.2,short: close 191.19 < lower 191.36,exit short: close 191.00 > lower 190.96
